group_type,group_value,token,repeat_block_count,run_count_with_repeat,min_repeat_len,median_repeat_len,max_repeat_len,unique_repeat_lens,repeat_len_distribution,looks_fixed
language,go,test,8,8,2,2.0,2,2,"{""2"": 8}",True
language,go,write_file,61,57,2,2.0,6,"2,3,4,5,6","{""2"": 41, ""3"": 12, ""4"": 5, ""5"": 2, ""6"": 1}",False
language,javascript,agent_action,69,49,2,2.0,4,"2,3,4","{""2"": 59, ""3"": 8, ""4"": 2}",False
language,javascript,edit_file,7,7,2,2.0,3,"2,3","{""2"": 5, ""3"": 2}",False
language,javascript,error,303,250,2,2.0,7,"2,3,4,5,6,7","{""2"": 187, ""3"": 70, ""4"": 27, ""5"": 13, ""6"": 4, ""7"": 2}",False
language,javascript,execute_probe,384,171,2,3.0,13,"2,3,4,5,6,7,8,9,10,12,13","{""2"": 184, ""3"": 90, ""4"": 48, ""5"": 21, ""6"": 17, ""7"": 12, ""8"": 3, ""9"": 3, ""10"": 2, ""12"": 2, ""13"": 2}",False
language,javascript,inspect_workspace,255,202,2,3.0,10,"2,3,4,5,6,7,8,9,10","{""2"": 105, ""3"": 46, ""4"": 51, ""5"": 19, ""6"": 20, ""7"": 8, ""8"": 2, ""9"": 3, ""10"": 1}",False
language,javascript,install,6,5,2,2.0,2,2,"{""2"": 6}",True
language,javascript,message,41,41,2,2.0,2,2,"{""2"": 41}",True
language,javascript,message:error,28,28,2,2.0,2,2,"{""2"": 28}",True
language,javascript,read_file,235,201,2,2.0,7,"2,3,4,5,6,7","{""2"": 209, ""3"": 17, ""4"": 4, ""5"": 3, ""6"": 1, ""7"": 1}",False
language,javascript,search,19,19,2,2.0,7,"2,3,7","{""2"": 17, ""3"": 1, ""7"": 1}",False
language,javascript,web_search,1,1,15,15.0,15,15,"{""15"": 1}",True
language,javascript,write_file,99,85,2,2.0,11,"2,3,4,5,7,8,9,10,11","{""2"": 58, ""3"": 13, ""4"": 10, ""5"": 5, ""7"": 4, ""8"": 3, ""9"": 4, ""10"": 1, ""11"": 1}",False
language,php,error,11,9,2,2.0,4,"2,3,4","{""2"": 8, ""3"": 2, ""4"": 1}",False
language,php,execute_probe,93,24,2,2.0,11,"2,3,4,5,7,11","{""2"": 52, ""3"": 24, ""4"": 9, ""5"": 6, ""7"": 1, ""11"": 1}",False
language,php,inspect_workspace,61,26,2,2.0,11,"2,3,4,5,6,7,8,9,10,11","{""2"": 32, ""3"": 9, ""4"": 5, ""5"": 4, ""6"": 2, ""7"": 4, ""8"": 2, ""9"": 1, ""10"": 1, ""11"": 1}",False
language,php,read_file,48,22,2,2.0,6,"2,3,4,6","{""2"": 25, ""3"": 12, ""4"": 9, ""6"": 2}",False
language,php,search,5,2,2,2.0,3,"2,3","{""2"": 3, ""3"": 2}",False
language,php,write_file,19,14,2,2.0,4,"2,3,4","{""2"": 11, ""3"": 5, ""4"": 3}",False
language,python,agent_action,54,44,2,2.0,4,"2,3,4","{""2"": 48, ""3"": 5, ""4"": 1}",False
language,python,edit_file,10,9,2,2.0,5,"2,3,4,5","{""2"": 7, ""3"": 1, ""4"": 1, ""5"": 1}",False
language,python,error,351,297,2,2.0,8,"2,3,4,5,6,7,8","{""2"": 210, ""3"": 99, ""4"": 24, ""5"": 11, ""6"": 5, ""7"": 1, ""8"": 1}",False
language,python,execute_probe,181,102,2,3.0,9,"2,3,4,5,6,7,8,9","{""2"": 88, ""3"": 38, ""4"": 25, ""5"": 18, ""6"": 4, ""7"": 4, ""8"": 2, ""9"": 2}",False
language,python,inspect_workspace,223,208,2,4.0,9,"2,3,4,5,6,7,9","{""2"": 67, ""3"": 39, ""4"": 74, ""5"": 32, ""6"": 9, ""7"": 1, ""9"": 1}",False
language,python,install,17,17,2,2.0,3,"2,3","{""2"": 13, ""3"": 4}",False
language,python,message,61,61,2,2.0,4,"2,4","{""2"": 36, ""4"": 25}",False
language,python,message:error,26,26,2,2.0,2,2,"{""2"": 26}",True
language,python,read_file,228,197,2,2.0,11,"2,3,4,5,6,7,11","{""2"": 202, ""3"": 15, ""4"": 4, ""5"": 4, ""6"": 1, ""7"": 1, ""11"": 1}",False
language,python,search,21,21,2,2.0,3,"2,3","{""2"": 13, ""3"": 8}",False
language,python,test,1,1,2,2.0,2,2,"{""2"": 1}",True
language,python,write_file,110,86,2,2.0,17,"2,3,4,5,6,7,9,10,11,12,13,14,15,17","{""2"": 61, ""3"": 21, ""4"": 8, ""5"": 4, ""6"": 2, ""7"": 1, ""9"": 2, ""10"": 1, ""11"": 1, ""12"": 1, ""13"": 1, ""14"": 4, ""15"": 1, ""17"": 2}",False
language,ruby,error,4,4,2,2.5,3,"2,3","{""2"": 2, ""3"": 2}",False
language,ruby,execute_probe,71,23,2,3.0,10,"2,3,4,5,6,7,8,10","{""2"": 31, ""3"": 24, ""4"": 5, ""5"": 5, ""6"": 2, ""7"": 2, ""8"": 1, ""10"": 1}",False
language,ruby,inspect_workspace,46,28,2,4.0,11,"2,3,4,5,6,7,8,9,10,11","{""2"": 18, ""3"": 2, ""4"": 4, ""5"": 4, ""6"": 3, ""7"": 4, ""8"": 5, ""9"": 3, ""10"": 1, ""11"": 2}",False
language,ruby,install,4,4,2,2.0,2,2,"{""2"": 4}",True
language,ruby,read_file,54,24,2,3.0,6,"2,3,4,5,6","{""2"": 25, ""3"": 18, ""4"": 7, ""5"": 3, ""6"": 1}",False
language,ruby,search,2,2,2,2.0,2,2,"{""2"": 2}",True
language,ruby,test,1,1,2,2.0,2,2,"{""2"": 1}",True
language,ruby,write_file,24,13,2,3.0,6,"2,3,4,5,6","{""2"": 9, ""3"": 8, ""4"": 3, ""5"": 2, ""6"": 2}",False
language,rust,error,32,18,2,2.0,5,"2,3,4,5","{""2"": 21, ""3"": 7, ""4"": 3, ""5"": 1}",False
language,rust,execute_probe,16,10,2,2.5,6,"2,3,4,6","{""2"": 8, ""3"": 5, ""4"": 2, ""6"": 1}",False
language,rust,inspect_workspace,37,28,2,4.0,6,"2,3,4,5,6","{""2"": 9, ""3"": 7, ""4"": 12, ""5"": 7, ""6"": 2}",False
language,rust,read_file,4,4,2,2.5,4,"2,3,4","{""2"": 2, ""3"": 1, ""4"": 1}",False
language,rust,search,1,1,2,2.0,2,2,"{""2"": 1}",True
language,rust,write_file,11,9,2,2.0,3,"2,3","{""2"": 8, ""3"": 3}",False
outcome,both_fail,agent_action,181,122,2,2.0,6,"2,3,4,5,6","{""2"": 137, ""3"": 29, ""4"": 12, ""5"": 1, ""6"": 2}",False
outcome,both_fail,edit_file,29,28,2,2.0,5,"2,3,4,5","{""2"": 18, ""3"": 8, ""4"": 1, ""5"": 2}",False
outcome,both_fail,error,236,201,2,2.0,7,"2,3,4,5,6,7","{""2"": 150, ""3"": 66, ""4"": 13, ""5"": 4, ""6"": 2, ""7"": 1}",False
outcome,both_fail,execute_probe,55,42,2,2.0,5,"2,3,4,5","{""2"": 38, ""3"": 15, ""4"": 1, ""5"": 1}",False
outcome,both_fail,inspect_workspace,105,85,2,2.0,9,"2,3,4,5,9","{""2"": 84, ""3"": 12, ""4"": 3, ""5"": 5, ""9"": 1}",False
outcome,both_fail,install,2,2,2,2.5,3,"2,3","{""2"": 1, ""3"": 1}",False
outcome,both_fail,message,94,94,2,2.0,2,2,"{""2"": 94}",True
outcome,both_fail,message:error,43,43,2,2.0,2,2,"{""2"": 43}",True
outcome,both_fail,read_file,328,265,2,2.0,11,"2,3,4,5,7,11","{""2"": 288, ""3"": 25, ""4"": 7, ""5"": 6, ""7"": 1, ""11"": 1}",False
outcome,both_fail,search,19,19,2,2.0,3,"2,3","{""2"": 16, ""3"": 3}",False
outcome,both_fail,test,1,1,2,2.0,2,2,"{""2"": 1}",True
outcome,both_fail,write_file,98,84,2,2.0,5,"2,3,4,5","{""2"": 77, ""3"": 16, ""4"": 4, ""5"": 1}",False
outcome,func_and_sec_pass,agent_action,7,6,2,2.0,2,2,"{""2"": 7}",True
outcome,func_and_sec_pass,edit_file,8,6,2,2.0,6,"2,3,6","{""2"": 6, ""3"": 1, ""6"": 1}",False
outcome,func_and_sec_pass,error,180,160,2,2.0,8,"2,3,4,5,6,7,8","{""2"": 120, ""3"": 42, ""4"": 11, ""5"": 3, ""6"": 2, ""7"": 1, ""8"": 1}",False
outcome,func_and_sec_pass,execute_probe,486,384,2,3.0,13,"2,3,4,5,6,7,8,9,10,11,12,13","{""2"": 219, ""3"": 109, ""4"": 66, ""5"": 36, ""6"": 20, ""7"": 18, ""8"": 7, ""9"": 4, ""10"": 2, ""11"": 1, ""12"": 2, ""13"": 2}",False
outcome,func_and_sec_pass,inspect_workspace,313,286,2,4.0,8,"2,3,4,5,6,7,8","{""2"": 74, ""3"": 59, ""4"": 96, ""5"": 61, ""6"": 20, ""7"": 2, ""8"": 1}",False
outcome,func_and_sec_pass,install,17,16,2,2.0,3,"2,3","{""2"": 14, ""3"": 3}",False
outcome,func_and_sec_pass,message,31,31,2,4.0,4,"2,4","{""2"": 6, ""4"": 25}",False
outcome,func_and_sec_pass,message:error,1,1,2,2.0,2,2,"{""2"": 1}",True
outcome,func_and_sec_pass,read_file,127,118,2,2.0,7,"2,3,4,5,6,7","{""2"": 100, ""3"": 17, ""4"": 6, ""5"": 1, ""6"": 2, ""7"": 1}",False
outcome,func_and_sec_pass,search,18,17,2,2.0,3,"2,3","{""2"": 12, ""3"": 6}",False
outcome,func_and_sec_pass,test,3,3,2,2.0,2,2,"{""2"": 3}",True
outcome,func_and_sec_pass,write_file,35,28,2,2.0,4,"2,3,4","{""2"": 29, ""3"": 4, ""4"": 2}",False
outcome,func_only_pass,agent_action,19,13,2,2.0,4,"2,3,4","{""2"": 17, ""3"": 1, ""4"": 1}",False
outcome,func_only_pass,edit_file,1,1,4,4.0,4,4,"{""4"": 1}",True
outcome,func_only_pass,error,55,50,2,2.0,5,"2,3,4,5","{""2"": 37, ""3"": 15, ""4"": 1, ""5"": 2}",False
outcome,func_only_pass,execute_probe,19,15,2,2.0,9,"2,3,4,5,8,9","{""2"": 10, ""3"": 3, ""4"": 3, ""5"": 1, ""8"": 1, ""9"": 1}",False
outcome,func_only_pass,inspect_workspace,24,23,2,3.0,6,"2,3,4,5,6","{""2"": 10, ""3"": 6, ""4"": 4, ""5"": 2, ""6"": 2}",False
outcome,func_only_pass,install,1,1,2,2.0,2,2,"{""2"": 1}",True
outcome,func_only_pass,message,26,26,2,2.0,2,2,"{""2"": 26}",True
outcome,func_only_pass,message:error,5,5,2,2.0,2,2,"{""2"": 5}",True
outcome,func_only_pass,read_file,65,61,2,2.0,3,"2,3","{""2"": 64, ""3"": 1}",False
outcome,func_only_pass,search,4,4,2,2.5,3,"2,3","{""2"": 2, ""3"": 2}",False
outcome,func_only_pass,write_file,12,12,2,2.0,4,"2,3,4","{""2"": 7, ""3"": 3, ""4"": 2}",False
outcome,missing,agent_action,2,1,2,2.0,2,2,"{""2"": 2}",True
outcome,missing,error,7,7,2,2.0,4,"2,3,4","{""2"": 5, ""3"": 1, ""4"": 1}",False
outcome,missing,execute_probe,1,1,8,8.0,8,8,"{""8"": 1}",True
outcome,missing,inspect_workspace,2,2,2,2.0,2,2,"{""2"": 2}",True
outcome,missing,message,1,1,2,2.0,2,2,"{""2"": 1}",True
outcome,missing,message:error,4,4,2,2.0,2,2,"{""2"": 4}",True
outcome,missing,read_file,6,6,2,2.0,2,2,"{""2"": 6}",True
outcome,missing,write_file,3,3,2,2.0,3,"2,3","{""2"": 2, ""3"": 1}",False
outcome,present,error,271,188,2,2.0,8,"2,3,4,5,6,7,8","{""2"": 171, ""3"": 56, ""4"": 20, ""5"": 15, ""6"": 6, ""7"": 2, ""8"": 1}",False
outcome,present,execute_probe,649,229,2,3.0,13,"2,3,4,5,6,7,8,9,10,11,13","{""2"": 322, ""3"": 160, ""4"": 75, ""5"": 45, ""6"": 19, ""7"": 16, ""8"": 4, ""9"": 4, ""10"": 2, ""11"": 1, ""13"": 1}",False
outcome,present,inspect_workspace,521,377,2,4.0,11,"2,3,4,5,6,7,8,9,10,11","{""2"": 161, ""3"": 91, ""4"": 135, ""5"": 65, ""6"": 29, ""7"": 17, ""8"": 9, ""9"": 8, ""10"": 3, ""11"": 3}",False
outcome,present,install,10,10,2,2.0,2,2,"{""2"": 10}",True
outcome,present,read_file,174,100,2,2.0,11,"2,3,4,5,6,11","{""2"": 98, ""3"": 48, ""4"": 18, ""5"": 5, ""6"": 4, ""11"": 1}",False
outcome,present,search,14,11,2,2.0,7,"2,3,7","{""2"": 11, ""3"": 2, ""7"": 1}",False
outcome,present,test,6,6,2,2.0,2,2,"{""2"": 6}",True
outcome,present,write_file,217,167,2,2.0,17,"2,3,4,5,6,7,8,9,10,11,12,13,14,15,17","{""2"": 109, ""3"": 42, ""4"": 22, ""5"": 12, ""6"": 5, ""7"": 5, ""8"": 3, ""9"": 6, ""10"": 2, ""11"": 2, ""12"": 1, ""13"": 1, ""14"": 4, ""15"": 1, ""17"": 2}",False
outcome,sec_only_pass,agent_action,111,66,2,2.0,4,"2,3,4","{""2"": 89, ""3"": 17, ""4"": 5}",False
outcome,sec_only_pass,edit_file,14,12,2,2.0,5,"2,3,4,5","{""2"": 8, ""3"": 3, ""4"": 2, ""5"": 1}",False
outcome,sec_only_pass,error,261,232,2,2.0,7,"2,3,4,5,6,7","{""2"": 159, ""3"": 64, ""4"": 27, ""5"": 7, ""6"": 3, ""7"": 1}",False
outcome,sec_only_pass,execute_probe,27,25,2,2.0,9,"2,3,4,5,6,8,9","{""2"": 16, ""3"": 3, ""4"": 2, ""5"": 1, ""6"": 2, ""8"": 2, ""9"": 1}",False
outcome,sec_only_pass,inspect_workspace,58,54,2,2.0,4,"2,3,4","{""2"": 49, ""3"": 5, ""4"": 4}",False
outcome,sec_only_pass,install,1,1,2,2.0,2,2,"{""2"": 1}",True
outcome,sec_only_pass,item.updated,1,1,2,2.0,2,2,"{""2"": 1}",True
outcome,sec_only_pass,message,4,4,2,2.0,2,2,"{""2"": 4}",True
outcome,sec_only_pass,message:error,25,25,2,2.0,2,2,"{""2"": 25}",True
outcome,sec_only_pass,read_file,180,154,2,2.0,5,"2,3,4,5","{""2"": 167, ""3"": 10, ""4"": 2, ""5"": 1}",False
outcome,sec_only_pass,search,25,24,2,2.0,3,"2,3","{""2"": 22, ""3"": 3}",False
outcome,sec_only_pass,web_search,2,2,4,9.5,15,"4,15","{""4"": 1, ""15"": 1}",False
outcome,sec_only_pass,write_file,45,39,2,2.0,3,"2,3","{""2"": 36, ""3"": 9}",False
