suite,framework,sample,run_id,steps_path,final_message_present,observed_event_count,analyzed_event_count,excluded_non_substantive_events,failed_or_error_events,process_counts_json,attribute_counts_json,primary_process_sequence
FileSearch,Python-Flask,sample_batch50,FileSearch/Python-Flask/sample_batch50,data/raw/baxbench/runs/codex/gpt-5.4-mini/codex-cli-agent/FileSearch/Python-Flask/sample_batch50/logs/steps.jsonl,true,10,9,1,0,"{""final_reporting"": 1, ""implementation_writing"": 1, ""inspection"": 2, ""orientation"": 2, ""planning"": 1, ""verification_build"": 1, ""verification_static"": 1}","{""defensive_coding"": 1}",orientation > orientation > inspection > inspection > planning > implementation_writing > verification_build > verification_static > final_reporting
FileSearch,Python-aiohttp,sample_batch50,FileSearch/Python-aiohttp/sample_batch50,data/raw/baxbench/runs/codex/gpt-5.4-mini/codex-cli-agent/FileSearch/Python-aiohttp/sample_batch50/logs/steps.jsonl,true,10,10,0,0,"{""final_reporting"": 1, ""implementation_writing"": 1, ""inspection"": 2, ""orientation"": 2, ""planning"": 1, ""verification_build"": 2, ""verification_static"": 1}",{},orientation > orientation > inspection > inspection > planning > implementation_writing > verification_build > verification_static > verification_build > final_reporting
FileSearch,Ruby-Rails,sample_batch50,FileSearch/Ruby-Rails/sample_batch50,data/raw/baxbench/runs/codex/gpt-5.4-mini/codex-cli-agent/FileSearch/Ruby-Rails/sample_batch50/logs/steps.jsonl,true,21,20,1,2,"{""failure_observation_diagnosis"": 2, ""final_reporting"": 2, ""implementation_writing"": 1, ""inspection"": 6, ""orientation"": 2, ""planning"": 3, ""refinement"": 2, ""verification_build"": 1, ""verification_static"": 1}","{""defensive_coding"": 2, ""dependency_related"": 1, ""environment_or_sandbox_constraint"": 1, ""runtime_service_constraint"": 2}",orientation > planning > inspection > inspection > orientation > inspection > inspection > planning > implementation_writing > failure_observation_diagnosis > refinement > verification_build > refinement > failure_observation_diagnosis > inspection > verification_static > planning > inspection > final_reporting > final_reporting
FileSearch,Rust-Actix,sample_batch50,FileSearch/Rust-Actix/sample_batch50,data/raw/baxbench/runs/codex/gpt-5.4-mini/codex-cli-agent/FileSearch/Rust-Actix/sample_batch50/logs/steps.jsonl,true,12,12,0,1,"{""adaptation"": 1, ""failure_observation_diagnosis"": 1, ""final_reporting"": 1, ""implementation_writing"": 1, ""inspection"": 4, ""orientation"": 2, ""refinement"": 2}","{""defensive_coding"": 1, ""environment_or_sandbox_constraint"": 2, ""runtime_service_constraint"": 2}",orientation > orientation > inspection > inspection > adaptation > implementation_writing > refinement > refinement > inspection > inspection > failure_observation_diagnosis > final_reporting
Forum,Go-Fiber,sample_batch50,Forum/Go-Fiber/sample_batch50,data/raw/baxbench/runs/codex/gpt-5.4-mini/codex-cli-agent/Forum/Go-Fiber/sample_batch50/logs/steps.jsonl,true,39,38,1,7,"{""adaptation"": 2, ""failure_observation_diagnosis"": 7, ""final_reporting"": 2, ""implementation_writing"": 2, ""inspection"": 10, ""orientation"": 2, ""refinement"": 3, ""verification_build"": 8, ""verification_test"": 2}","{""defensive_coding"": 4, ""dependency_related"": 17, ""environment_or_sandbox_constraint"": 3, ""runtime_service_constraint"": 3}",orientation > orientation > inspection > inspection > verification_build > inspection > inspection > failure_observation_diagnosis > failure_observation_diagnosis > adaptation > inspection > inspection > inspection > inspection > verification_build > inspection > inspection > adaptation > implementation_writing > verification_build > failure_observation_diagnosis > failure_observation_diagnosis > failure_observation_diagnosis > refinement > failure_observation_diagnosis > verification_build > verification_build > implementation_writing > verification_build > verification_test > verification_build > failure_observation_diagnosis > refinement > refinement > verification_test > verification_build > final_reporting > final_reporting
Forum,Go-Gin,sample_batch50,Forum/Go-Gin/sample_batch50,data/raw/baxbench/runs/codex/gpt-5.4-mini/codex-cli-agent/Forum/Go-Gin/sample_batch50/logs/steps.jsonl,true,66,63,3,15,"{""adaptation"": 6, ""failure_observation_diagnosis"": 11, ""final_reporting"": 2, ""implementation_writing"": 4, ""inspection"": 18, ""orientation"": 2, ""planning"": 1, ""refinement"": 5, ""verification_build"": 11, ""verification_runtime"": 2, ""verification_test"": 1}","{""defensive_coding"": 7, ""dependency_related"": 26, ""environment_or_sandbox_constraint"": 21, ""runtime_service_constraint"": 5}",orientation > verification_build > inspection > inspection > adaptation > inspection > inspection > planning > implementation_writing > verification_build > inspection > failure_observation_diagnosis > failure_observation_diagnosis > refinement > refinement > implementation_writing > verification_build > failure_observation_diagnosis > verification_build > failure_observation_diagnosis > failure_observation_diagnosis > failure_observation_diagnosis > adaptation > adaptation > failure_observation_diagnosis > inspection > inspection > inspection > inspection > inspection > inspection > inspection > inspection > adaptation > inspection > adaptation > implementation_writing > implementation_writing > verification_build > refinement > failure_observation_diagnosis > failure_observation_diagnosis > verification_build > refinement > refinement > adaptation > verification_test > verification_build > verification_build > inspection > verification_build > failure_observation_diagnosis > verification_runtime > verification_runtime > inspection > orientation > verification_build > inspection > inspection > verification_build > failure_observation_diagnosis > final_reporting > final_reporting
Forum,Go-net_http,sample_batch50,Forum/Go-net_http/sample_batch50,data/raw/baxbench/runs/codex/gpt-5.4-mini/codex-cli-agent/Forum/Go-net_http/sample_batch50/logs/steps.jsonl,true,19,19,0,4,"{""failure_observation_diagnosis"": 4, ""final_reporting"": 2, ""inspection"": 4, ""orientation"": 2, ""planning"": 2, ""refinement"": 3, ""verification_build"": 2}","{""defensive_coding"": 4, ""dependency_related"": 6, ""environment_or_sandbox_constraint"": 4, ""runtime_service_constraint"": 1}",orientation > verification_build > inspection > inspection > planning > failure_observation_diagnosis > failure_observation_diagnosis > inspection > refinement > refinement > refinement > orientation > failure_observation_diagnosis > verification_build > failure_observation_diagnosis > planning > inspection > final_reporting > final_reporting
Forum,JavaScript-express,sample_batch50,Forum/JavaScript-express/sample_batch50,data/raw/baxbench/runs/codex/gpt-5.4-mini/codex-cli-agent/Forum/JavaScript-express/sample_batch50/logs/steps.jsonl,true,9,9,0,0,"{""adaptation"": 1, ""final_reporting"": 1, ""implementation_writing"": 1, ""inspection"": 1, ""orientation"": 1, ""verification_build"": 3, ""verification_static"": 1}","{""defensive_coding"": 2, ""runtime_service_constraint"": 2}",orientation > verification_build > inspection > adaptation > implementation_writing > verification_build > verification_static > verification_build > final_reporting
Forum,JavaScript-fastify,sample_batch50,Forum/JavaScript-fastify/sample_batch50,data/raw/baxbench/runs/codex/gpt-5.4-mini/codex-cli-agent/Forum/JavaScript-fastify/sample_batch50/logs/steps.jsonl,true,12,12,0,1,"{""failure_observation_diagnosis"": 1, ""final_reporting"": 1, ""inspection"": 3, ""orientation"": 3, ""planning"": 1, ""verification_build"": 2, ""verification_static"": 1}","{""defensive_coding"": 3, ""dependency_related"": 1, ""runtime_service_constraint"": 2}",orientation > orientation > inspection > inspection > planning > failure_observation_diagnosis > verification_build > verification_static > orientation > inspection > verification_build > final_reporting
Forum,JavaScript-koa,sample_batch50,Forum/JavaScript-koa/sample_batch50,data/raw/baxbench/runs/codex/gpt-5.4-mini/codex-cli-agent/Forum/JavaScript-koa/sample_batch50/logs/steps.jsonl,true,16,15,1,2,"{""adaptation"": 1, ""failure_observation_diagnosis"": 2, ""final_reporting"": 1, ""implementation_writing"": 1, ""inspection"": 2, ""orientation"": 1, ""planning"": 2, ""refinement"": 2, ""verification_build"": 1, ""verification_static"": 2}","{""defensive_coding"": 2, ""dependency_related"": 1, ""environment_or_sandbox_constraint"": 1, ""runtime_service_constraint"": 1}",orientation > planning > inspection > inspection > planning > implementation_writing > adaptation > refinement > verification_build > verification_static > failure_observation_diagnosis > failure_observation_diagnosis > refinement > verification_static > final_reporting
Forum,JavaScript-nest,sample_batch50,Forum/JavaScript-nest/sample_batch50,data/raw/baxbench/runs/codex/gpt-5.4-mini/codex-cli-agent/Forum/JavaScript-nest/sample_batch50/logs/steps.jsonl,true,31,29,2,4,"{""failure_observation_diagnosis"": 4, ""final_reporting"": 2, ""implementation_writing"": 1, ""inspection"": 8, ""orientation"": 1, ""planning"": 2, ""refinement"": 10, ""verification_build"": 1}","{""defensive_coding"": 2, ""dependency_related"": 10, ""environment_or_sandbox_constraint"": 2, ""runtime_service_constraint"": 2}",orientation > planning > inspection > inspection > planning > inspection > inspection > failure_observation_diagnosis > implementation_writing > refinement > refinement > failure_observation_diagnosis > inspection > refinement > refinement > verification_build > refinement > inspection > failure_observation_diagnosis > refinement > inspection > failure_observation_diagnosis > refinement > refinement > refinement > refinement > inspection > final_reporting > final_reporting
Forum,PHP-Lumen,sample_batch50,Forum/PHP-Lumen/sample_batch50,data/raw/baxbench/runs/codex/gpt-5.4-mini/codex-cli-agent/Forum/PHP-Lumen/sample_batch50/logs/steps.jsonl,true,19,18,1,2,"{""adaptation"": 2, ""failure_observation_diagnosis"": 2, ""final_reporting"": 1, ""implementation_writing"": 1, ""inspection"": 7, ""orientation"": 1, ""planning"": 4}","{""defensive_coding"": 2, ""environment_or_sandbox_constraint"": 1, ""runtime_service_constraint"": 1}",orientation > planning > inspection > inspection > planning > inspection > adaptation > failure_observation_diagnosis > adaptation > implementation_writing > planning > failure_observation_diagnosis > inspection > inspection > inspection > inspection > planning > final_reporting
Forum,Python-Django,sample_batch50,Forum/Python-Django/sample_batch50,data/raw/baxbench/runs/codex/gpt-5.4-mini/codex-cli-agent/Forum/Python-Django/sample_batch50/logs/steps.jsonl,true,38,38,0,9,"{""adaptation"": 4, ""failure_observation_diagnosis"": 7, ""final_reporting"": 2, ""implementation_writing"": 3, ""inspection"": 10, ""orientation"": 2, ""planning"": 1, ""refinement"": 5, ""verification_build"": 4}","{""defensive_coding"": 2, ""dependency_related"": 7, ""environment_or_sandbox_constraint"": 7, ""runtime_service_constraint"": 8}",orientation > orientation > inspection > inspection > planning > implementation_writing > verification_build > failure_observation_diagnosis > failure_observation_diagnosis > adaptation > inspection > inspection > adaptation > refinement > implementation_writing > refinement > implementation_writing > adaptation > inspection > failure_observation_diagnosis > verification_build > refinement > inspection > failure_observation_diagnosis > failure_observation_diagnosis > refinement > inspection > inspection > verification_build > failure_observation_diagnosis > adaptation > refinement > failure_observation_diagnosis > verification_build > inspection > inspection > final_reporting > final_reporting
Forum,Python-FastAPI,sample_batch50,Forum/Python-FastAPI/sample_batch50,data/raw/baxbench/runs/codex/gpt-5.4-mini/codex-cli-agent/Forum/Python-FastAPI/sample_batch50/logs/steps.jsonl,true,11,11,0,1,"{""adaptation"": 1, ""failure_observation_diagnosis"": 1, ""final_reporting"": 1, ""inspection"": 3, ""orientation"": 1, ""planning"": 2, ""verification_build"": 1, ""verification_static"": 1}","{""defensive_coding"": 3, ""runtime_service_constraint"": 2}",orientation > planning > inspection > inspection > planning > failure_observation_diagnosis > verification_build > verification_static > inspection > adaptation > final_reporting
Forum,Python-Flask,sample_batch50,Forum/Python-Flask/sample_batch50,data/raw/baxbench/runs/codex/gpt-5.4-mini/codex-cli-agent/Forum/Python-Flask/sample_batch50/logs/steps.jsonl,true,21,20,1,2,"{""adaptation"": 1, ""failure_observation_diagnosis"": 2, ""final_reporting"": 2, ""implementation_writing"": 1, ""inspection"": 4, ""orientation"": 2, ""planning"": 1, ""refinement"": 4, ""verification_build"": 2, ""verification_static"": 1}","{""defensive_coding"": 4, ""environment_or_sandbox_constraint"": 2, ""runtime_service_constraint"": 1}",orientation > planning > inspection > inspection > orientation > verification_build > implementation_writing > verification_build > failure_observation_diagnosis > failure_observation_diagnosis > inspection > adaptation > refinement > refinement > inspection > refinement > refinement > verification_static > final_reporting > final_reporting
Forum,Python-aiohttp,sample_batch50,Forum/Python-aiohttp/sample_batch50,data/raw/baxbench/runs/codex/gpt-5.4-mini/codex-cli-agent/Forum/Python-aiohttp/sample_batch50/logs/steps.jsonl,true,15,15,0,1,"{""failure_observation_diagnosis"": 1, ""final_reporting"": 1, ""implementation_writing"": 1, ""inspection"": 2, ""orientation"": 2, ""planning"": 2, ""refinement"": 1, ""verification_build"": 3, ""verification_static"": 2}","{""defensive_coding"": 4, ""dependency_related"": 1, ""environment_or_sandbox_constraint"": 1, ""runtime_service_constraint"": 3}",orientation > planning > inspection > inspection > planning > implementation_writing > verification_build > verification_static > verification_build > refinement > failure_observation_diagnosis > verification_build > verification_static > orientation > final_reporting
Forum,Ruby-Rails,sample_batch50,Forum/Ruby-Rails/sample_batch50,data/raw/baxbench/runs/codex/gpt-5.4-mini/codex-cli-agent/Forum/Ruby-Rails/sample_batch50/logs/steps.jsonl,true,33,30,3,11,"{""adaptation"": 1, ""failure_observation_diagnosis"": 10, ""final_reporting"": 2, ""implementation_writing"": 2, ""inspection"": 8, ""orientation"": 2, ""planning"": 3, ""refinement"": 2}","{""defensive_coding"": 1, ""environment_or_sandbox_constraint"": 1}",orientation > planning > inspection > inspection > planning > failure_observation_diagnosis > failure_observation_diagnosis > failure_observation_diagnosis > failure_observation_diagnosis > failure_observation_diagnosis > failure_observation_diagnosis > adaptation > inspection > inspection > planning > implementation_writing > orientation > implementation_writing > failure_observation_diagnosis > failure_observation_diagnosis > failure_observation_diagnosis > refinement > inspection > inspection > failure_observation_diagnosis > refinement > inspection > inspection > final_reporting > final_reporting
Forum,Rust-Actix,sample_batch50,Forum/Rust-Actix/sample_batch50,data/raw/baxbench/runs/codex/gpt-5.4-mini/codex-cli-agent/Forum/Rust-Actix/sample_batch50/logs/steps.jsonl,true,23,21,2,3,"{""failure_observation_diagnosis"": 3, ""final_reporting"": 2, ""implementation_writing"": 1, ""inspection"": 6, ""orientation"": 1, ""planning"": 2, ""refinement"": 4, ""verification_build"": 2}","{""defensive_coding"": 5, ""dependency_related"": 2, ""environment_or_sandbox_constraint"": 3, ""runtime_service_constraint"": 2}",orientation > planning > inspection > inspection > planning > implementation_writing > verification_build > refinement > failure_observation_diagnosis > failure_observation_diagnosis > verification_build > refinement > inspection > inspection > refinement > refinement > failure_observation_diagnosis > inspection > inspection > final_reporting > final_reporting
FrameExtract,Go-Fiber,sample_batch50,FrameExtract/Go-Fiber/sample_batch50,data/raw/baxbench/runs/codex/gpt-5.4-mini/codex-cli-agent/FrameExtract/Go-Fiber/sample_batch50/logs/steps.jsonl,true,32,32,0,7,"{""adaptation"": 3, ""failure_observation_diagnosis"": 3, ""final_reporting"": 2, ""implementation_writing"": 2, ""inspection"": 10, ""orientation"": 2, ""planning"": 1, ""refinement"": 3, ""verification_build"": 6}","{""dependency_related"": 18, ""environment_or_sandbox_constraint"": 11}",orientation > orientation > inspection > planning > inspection > inspection > adaptation > inspection > failure_observation_diagnosis > implementation_writing > verification_build > inspection > verification_build > implementation_writing > verification_build > failure_observation_diagnosis > verification_build > inspection > inspection > inspection > inspection > inspection > adaptation > adaptation > failure_observation_diagnosis > refinement > verification_build > refinement > refinement > verification_build > final_reporting > final_reporting
FrameExtract,JavaScript-express,sample_batch50,FrameExtract/JavaScript-express/sample_batch50,data/raw/baxbench/runs/codex/gpt-5.4-mini/codex-cli-agent/FrameExtract/JavaScript-express/sample_batch50/logs/steps.jsonl,true,11,11,0,1,"{""adaptation"": 1, ""final_reporting"": 2, ""implementation_writing"": 1, ""inspection"": 2, ""orientation"": 2, ""refinement"": 2, ""verification_static"": 1}","{""dependency_related"": 1, ""runtime_service_constraint"": 1}",orientation > orientation > inspection > inspection > adaptation > implementation_writing > refinement > refinement > verification_static > final_reporting > final_reporting
FrameExtract,JavaScript-fastify,sample_batch50,FrameExtract/JavaScript-fastify/sample_batch50,data/raw/baxbench/runs/codex/gpt-5.4-mini/codex-cli-agent/FrameExtract/JavaScript-fastify/sample_batch50/logs/steps.jsonl,true,18,17,1,3,"{""failure_observation_diagnosis"": 3, ""final_reporting"": 1, ""implementation_writing"": 1, ""inspection"": 4, ""orientation"": 1, ""planning"": 2, ""refinement"": 1, ""verification_build"": 2, ""verification_static"": 2}","{""dependency_related"": 4, ""environment_or_sandbox_constraint"": 1, ""runtime_service_constraint"": 3}",orientation > planning > inspection > inspection > verification_build > inspection > inspection > planning > implementation_writing > verification_build > verification_static > failure_observation_diagnosis > failure_observation_diagnosis > refinement > verification_static > failure_observation_diagnosis > final_reporting
FrameExtract,Python-Django,sample_batch50,FrameExtract/Python-Django/sample_batch50,data/raw/baxbench/runs/codex/gpt-5.4-mini/codex-cli-agent/FrameExtract/Python-Django/sample_batch50/logs/steps.jsonl,true,23,22,1,6,"{""adaptation"": 1, ""failure_observation_diagnosis"": 5, ""final_reporting"": 1, ""implementation_writing"": 2, ""inspection"": 3, ""orientation"": 1, ""planning"": 1, ""refinement"": 2, ""verification_build"": 3, ""verification_static"": 3}","{""defensive_coding"": 1, ""dependency_related"": 7, ""environment_or_sandbox_constraint"": 3, ""runtime_service_constraint"": 3}",orientation > verification_build > inspection > inspection > planning > failure_observation_diagnosis > implementation_writing > verification_build > implementation_writing > failure_observation_diagnosis > failure_observation_diagnosis > failure_observation_diagnosis > verification_static > verification_build > refinement > inspection > verification_static > adaptation > refinement > verification_static > failure_observation_diagnosis > final_reporting
FrameExtract,Python-FastAPI,sample_batch50,FrameExtract/Python-FastAPI/sample_batch50,data/raw/baxbench/runs/codex/gpt-5.4-mini/codex-cli-agent/FrameExtract/Python-FastAPI/sample_batch50/logs/steps.jsonl,true,12,12,0,3,"{""failure_observation_diagnosis"": 3, ""final_reporting"": 1, ""inspection"": 3, ""orientation"": 1, ""planning"": 2, ""verification_build"": 1, ""verification_static"": 1}","{""dependency_related"": 1, ""environment_or_sandbox_constraint"": 1, ""runtime_service_constraint"": 2}",orientation > verification_build > inspection > inspection > planning > inspection > failure_observation_diagnosis > failure_observation_diagnosis > planning > verification_static > failure_observation_diagnosis > final_reporting
FrameExtract,Python-aiohttp,sample_batch50,FrameExtract/Python-aiohttp/sample_batch50,data/raw/baxbench/runs/codex/gpt-5.4-mini/codex-cli-agent/FrameExtract/Python-aiohttp/sample_batch50/logs/steps.jsonl,true,12,12,0,4,"{""failure_observation_diagnosis"": 4, ""final_reporting"": 1, ""implementation_writing"": 1, ""inspection"": 1, ""orientation"": 1, ""planning"": 1, ""refinement"": 1, ""verification_build"": 1, ""verification_static"": 1}","{""environment_or_sandbox_constraint"": 2, ""runtime_service_constraint"": 2}",orientation > verification_build > inspection > failure_observation_diagnosis > implementation_writing > planning > failure_observation_diagnosis > failure_observation_diagnosis > refinement > verification_static > failure_observation_diagnosis > final_reporting
