policy_id,source,sdlc_stage,sdlc_confidence,sdlc_secondary_stages,sdlc_rationale,scope,policy_description,reference
ASVS-130,OWASP_ASVS,Implementation,high,,Checking new passwords against a set of breached passwords is an implementation security practice.,"","6.2.12 Verify that passwords submitted during account registration or password changes are checked against a set of breached passwords.","6.2.12; V6.2 Password Security; ApplicationSecurityVerificationStandard May2025"
ASVS-131,OWASP_ASVS,Implementation,high,,Implementing rate limiting and anti-automation controls against brute force attacks is an implementation practice.,"","6.3.1 Verify that controls to prevent attacks such as credential stuffing and password brute force are implemented according to the application's security documentation.","6.3.1; V6.3 General Authentication Security; ApplicationSecurityVerificationStandard May2025"
ASVS-132,OWASP_ASVS,Implementation,high,,Removing or disabling default user accounts is an implementation security practice.,"","6.3.2 Verify that default user accounts such as root admin or sa are not present in the application or are disabled.","6.3.2; V6.3 General Authentication Security; ApplicationSecurityVerificationStandard May2025"
ASVS-133,OWASP_ASVS,Implementation,high,,Requiring multi-factor authentication for application access is an implementation security practice.,"","6.3.3 Verify that either a multi-factor authentication mechanism or a combination of single-factor authentication mechanisms must be used in order to access the application.","6.3.3; V6.3 General Authentication Security; NISTSP800-63; ApplicationSecurityVerificationStandard May2025"
ASVS-134,OWASP_ASVS,Implementation,high,,Verifying no undocumented authentication pathways exist and consistent security controls are enforced is an implementation practice.,"","6.3.4 Verify that if the application includes multiple authentication pathways there are no undocumented pathways and security controls are enforced consistently.","6.3.4; V6.3 General Authentication Security; ApplicationSecurityVerificationStandard May2025"
ASVS-135,OWASP_ASVS,Implementation,high,,Notifying users of suspicious authentication attempts is an implementation security practice.,"","6.3.5 Verify that users are notified of suspicious authentication attempts (successful or unsuccessful).","6.3.5; V6.3 General Authentication Security; ApplicationSecurityVerificationStandard May2025"
ASVS-136,OWASP_ASVS,Implementation,high,,Prohibiting use of email as an authentication mechanism is an implementation security practice.,"","6.3.6 Verify that email is not used as either a single-factor or multi-factor authentication mechanism.","6.3.6; V6.3 General Authentication Security; NISTSP800-63 (archived note); ApplicationSecurityVerificationStandard May2025"
ASVS-137,OWASP_ASVS,Implementation,high,,Notifying users after updates to authentication details is an implementation security practice.,"","6.3.7 Verify that users are notified after updates to authentication details such as credential resets or modification of the username or email address.","6.3.7; V6.3 General Authentication Security; ApplicationSecurityVerificationStandard May2025"
ASVS-138,OWASP_ASVS,Implementation,high,,Preventing valid user deduction from failed authentication challenges is an implementation security practice.,"","6.3.8 Verify that valid users cannot be deduced from failed authentication challenges such as by basing on error messages HTTP response codes or different response times.","6.3.8; V6.3 General Authentication Security; ApplicationSecurityVerificationStandard May2025"
ASVS-139,OWASP_ASVS,Implementation,high,,Generating securely random initial passwords or activation codes that expire promptly is an implementation practice.,"","6.4.1 Verify that system generated initial passwords or activation codes are securely randomly generated follow the password policy and expire after a short period.","6.4.1; V6.4 Authentication Factor Lifecycle and Recovery; ApplicationSecurityVerificationStandard May2025"
ASVS-140,OWASP_ASVS,Implementation,high,,Removing password hints and knowledge-based authentication is an implementation security practice.,"","6.4.2 Verify that password hints or knowledge-based authentication are not present.","6.4.2; V6.4 Authentication Factor Lifecycle and Recovery; ApplicationSecurityVerificationStandard May2025"
ASVS-141,OWASP_ASVS,Implementation,high,,Implementing a secure password reset process that does not bypass MFA is an implementation security practice.,"","6.4.3 Verify that a secure process for resetting a forgotten password is implemented that does not bypass any enabled multi-factor authentication mechanisms.","6.4.3; V6.4 Authentication Factor Lifecycle and Recovery; ApplicationSecurityVerificationStandard May2025"
ASVS-142,OWASP_ASVS,Implementation,high,,Requiring identity proofing when an MFA factor is lost is an implementation security practice.,"","6.4.4 Verify that if a multi-factor authentication factor is lost evidence of identity proofing is performed at the same level as during enrollment.","6.4.4; V6.4 Authentication Factor Lifecycle and Recovery; ApplicationSecurityVerificationStandard May2025"
ASVS-143,OWASP_ASVS,Implementation,medium,,Sending renewal instructions for expiring authentication mechanisms in advance is an implementation practice.,"","6.4.5 Verify that renewal instructions for authentication mechanisms which expire are sent with enough time to be carried out before the old authentication mechanism expires.","6.4.5; V6.4 Authentication Factor Lifecycle and Recovery; ApplicationSecurityVerificationStandard May2025"
ASVS-144,OWASP_ASVS,Implementation,high,,Allowing admins to initiate password resets without knowing the user's password is an implementation security practice.,"","6.4.6 Verify that administrative users can initiate the password reset process for the user but that this does not allow them to change or choose the user's password.","6.4.6; V6.4 Authentication Factor Lifecycle and Recovery; ApplicationSecurityVerificationStandard May2025"
ASVS-145,OWASP_ASVS,Implementation,high,,Ensuring OTPs lookup secrets and TOTPs are only usable once is an implementation security practice.,"","6.5.1 Verify that lookup secrets out-of-band authentication requests or codes and TOTPs are only successfully usable once.","6.5.1; V6.5 General Multi-factor authentication requirements; ApplicationSecurityVerificationStandard May2025"
ASVS-146,OWASP_ASVS,Implementation,high,,Hashing low-entropy lookup secrets with approved password storage algorithms is an implementation security practice.,"","6.5.2 Verify that when stored in the application's backend lookup secrets with less than 112 bits of entropy are hashed with an approved password storage hashing algorithm incorporating a 32-bit random salt.","6.5.2; V6.5 General Multi-factor authentication requirements; ApplicationSecurityVerificationStandard May2025"
ASVS-147,OWASP_ASVS,Implementation,high,,Generating lookup secrets OTP codes and TOTP seeds using CSPRNG is an implementation security practice.,"","6.5.3 Verify that lookup secrets out-of-band authentication code and time-based one-time password seeds are generated using a CSPRNG to avoid predictable values.","6.5.3; V6.5 General Multi-factor authentication requirements; ApplicationSecurityVerificationStandard May2025"
ASVS-148,OWASP_ASVS,Implementation,high,,Requiring minimum 20 bits entropy for lookup secrets and OTP codes is an implementation security practice.,"","6.5.4 Verify that lookup secrets and out-of-band authentication codes have a minimum of 20 bits of entropy.","6.5.4; V6.5 General Multi-factor authentication requirements; ApplicationSecurityVerificationStandard May2025"
ASVS-149,OWASP_ASVS,Implementation,high,,Setting defined lifetime for OTP requests and TOTPs is an implementation security practice.,"","6.5.5 Verify that out-of-band authentication requests codes or tokens and TOTPs have a defined lifetime with a maximum of 10 minutes for OOB and 30 seconds for TOTP.","6.5.5; V6.5 General Multi-factor authentication requirements; ApplicationSecurityVerificationStandard May2025"
ASVS-150,OWASP_ASVS,Implementation,high,,Allowing revocation of any authentication factor is an implementation security practice.,"","6.5.6 Verify that any authentication factor including physical devices can be revoked in case of theft or other loss.","6.5.6; V6.5 General Multi-factor authentication requirements; ApplicationSecurityVerificationStandard May2025"
ASVS-151,OWASP_ASVS,Implementation,high,,Requiring biometric authentication only as secondary factor is an implementation security practice.,"","6.5.7 Verify that biometric authentication mechanisms are only used as secondary factors together with either something you have or something you know.","6.5.7; V6.5 General Multi-factor authentication requirements; ApplicationSecurityVerificationStandard May2025"
ASVS-152,OWASP_ASVS,Implementation,high,,Verifying TOTP using trusted service time source and not client-provided time is an implementation security practice.,"","6.5.8 Verify that time-based one-time passwords are checked based on a time source from a trusted service and not from an untrusted or client provided time.","6.5.8; V6.5 General Multi-factor authentication requirements; ApplicationSecurityVerificationStandard May2025"
ASVS-153,OWASP_ASVS,Implementation,high,,Offering PSTN-based OTP delivery only when phone number is validated and stronger alternatives are provided is an implementation practice.,"","6.6.1 Verify that authentication mechanisms using PSTN to deliver OTPs via phone or SMS are offered only when the phone number has previously been validated and alternate stronger methods are also offered.","6.6.1; V6.6 Out-of-Band authentication mechanisms; NISTSP800-63; ApplicationSecurityVerificationStandard May2025"
ASVS-154,OWASP_ASVS,Implementation,high,,Binding out-of-band authentication requests to the originating authentication request prevents replay attacks.,"","6.6.2 Verify that out-of-band authentication requests codes or tokens are bound to the original authentication request for which they were generated.","6.6.2; V6.6 Out-of-Band authentication mechanisms; ApplicationSecurityVerificationStandard May2025"
ASVS-155,OWASP_ASVS,Implementation,high,,Protecting code-based OOB authentication against brute force with rate limiting is an implementation security practice.,"","6.6.3 Verify that a code based out-of-band authentication mechanism is protected against brute force attacks by using rate limiting.","6.6.3; V6.6 Out-of-Band authentication mechanisms; ApplicationSecurityVerificationStandard May2025"
ASVS-156,OWASP_ASVS,Implementation,high,,Rate limiting push notification MFA to prevent push bombing attacks is an implementation security practice.,"","6.6.4 Verify that where push notifications are used for MFA rate limiting is used to prevent push bombing attacks.","6.6.4; V6.6 Out-of-Band authentication mechanisms; ApplicationSecurityVerificationStandard May2025"
ASVS-157,OWASP_ASVS,Implementation,high,,Storing certificates for cryptographic authentication assertions in tamper-proof storage is an implementation practice.,"","6.7.1 Verify that the certificates used to verify cryptographic authentication assertions are stored in a way that protects them from modification.","6.7.1; V6.7 Cryptographic authentication mechanism; ApplicationSecurityVerificationStandard May2025"
ASVS-158,OWASP_ASVS,Implementation,high,,Requiring challenge nonces of at least 64 bits and statistically unique is an implementation security practice.,"","6.7.2 Verify that the challenge nonce is at least 64 bits in length and statistically unique or unique over the lifetime of the cryptographic device.","6.7.2; V6.7 Cryptographic authentication mechanism; ApplicationSecurityVerificationStandard May2025"
ASVS-159,OWASP_ASVS,Implementation,high,,Preventing identity spoofing across multiple identity providers by using IdP-namespaced user IDs is an implementation security practice.,"","6.8.1 Verify that if an application supports multiple identity providers the user's identity cannot be spoofed via another supported identity provider.","6.8.1; V6.8 Authentication with an Identity Provider; ApplicationSecurityVerificationStandard May2025"
ASVS-160,OWASP_ASVS,Implementation,high,,Validating presence and integrity of digital signatures on authentication assertions is an implementation security practice.,"","6.8.2 Verify that the presence and integrity of digital signatures on authentication assertions are always validated rejecting any assertions that are unsigned or have invalid signatures.","6.8.2; V6.8 Authentication with an Identity Provider; ApplicationSecurityVerificationStandard May2025"
ASVS-161,OWASP_ASVS,Implementation,high,,Processing SAML assertions uniquely and only once within the validity period prevents replay attacks.,"","6.8.3 Verify that SAML assertions are uniquely processed and used only once within the validity period to prevent replay attacks.","6.8.3; V6.8 Authentication with an Identity Provider; ApplicationSecurityVerificationStandard May2025"
ASVS-162,OWASP_ASVS,Implementation,high,,Verifying authentication strength and recentness using IdP-returned information is an implementation security practice.,"","6.8.4 Verify that if an application uses a separate Identity Provider and expects specific authentication strength or methods the application verifies this using the information returned by the IdP.","6.8.4; V6.8 Authentication with an Identity Provider; OIDC; ApplicationSecurityVerificationStandard May2025"
ASVS-163,OWASP_ASVS,Implementation,high,,Duplicate entry in source data - PSTN OTP offered only when phone number is validated (same as ASVS-153).,"","6.6.1 Verify that authentication mechanisms using PSTN to deliver OTPs via phone or SMS are offered only when the phone number has been validated.","6.6.1; ApplicationSecurityVerificationStandard May2025"
ASVS-164,OWASP_ASVS,Implementation,high,,Binding out-of-band authentication requests to the originating request (duplicate in source data).,"","6.6.2 Verify that out-of-band authentication requests codes or tokens are bound to the original authentication request for which they were generated.","6.6.2"
ASVS-165,OWASP_ASVS,Implementation,high,,Protecting code-based OOB authentication against brute force with rate limiting (duplicate in source data).,"","6.6.3 Verify that a code based out-of-band authentication mechanism is protected against brute force attacks by using rate limiting.","6.6.3"
ASVS-166,OWASP_ASVS,Implementation,high,,Storing shared or secret keys for cryptographic authentication using the same mechanisms as other system secrets.,"","V6.7 Shared or secret keys for cryptographic authentication should be stored using the same mechanisms as other system secrets.","V6.7; Configuration: Secret Management"
ASVS-167,OWASP_ASVS,Implementation,high,,Storing certificates for cryptographic authentication assertions in tamper-proof storage (duplicate in source data).,"","6.7.1 Verify that the certificates used to verify cryptographic authentication assertions are stored protected from modification.","6.7.1"
ASVS-168,OWASP_ASVS,Implementation,high,,Requiring challenge nonces of at least 64 bits and statistically unique (duplicate in source data).,"","6.7.2 Verify that the challenge nonce is at least 64 bits in length and statistically unique or unique over the lifetime of the cryptographic device.","6.7.2"
ASVS-169,OWASP_ASVS,Implementation,high,,Preventing identity spoofing across multiple identity providers (duplicate in source data).,"","6.8.1 Verify that if the application supports multiple identity providers the user's identity cannot be spoofed via another supported identity provider.","6.8.1"
ASVS-170,OWASP_ASVS,Implementation,high,,Validating presence and integrity of digital signatures on authentication assertions (duplicate in source data).,"","6.8.2 Verify that the presence and integrity of digital signatures on authentication assertions are always validated rejecting unsigned or invalid signatures.","6.8.2"
ASVS-171,OWASP_ASVS,Implementation,high,,Verifying authentication strength using IdP-returned information (duplicate in source data).,"","6.8.4 Verify that if an application uses a separate Identity Provider the application verifies authentication strength using the information returned by the IdP.","6.8.4"
ASVS-172,OWASP_ASVS,Requirements Analysis,low,,Defining session uniqueness and non-shareability is a requirements-level session management principle.,"","V7 Session Management: Sessions are unique to each individual and cannot be guessed or shared.","V7SessionManagement"
ASVS-173,OWASP_ASVS,Requirements Analysis,low,,Defining that sessions are invalidated and timed out is a requirements-level principle.,"","V7 Session Management: Sessions are invalidated when no longer required and are timed out during periods of inactivity.","V7SessionManagement"
ASVS-174,OWASP_ASVS,Requirements Analysis,medium,Implementation,Documenting session inactivity timeout and absolute maximum session lifetime is a requirements analysis activity.,"","7.1.1 Verify that the user's session inactivity timeout and absolute maximum session lifetime are documented and are appropriate.","7.1.1"
ASVS-175,OWASP_ASVS,Requirements Analysis,medium,Implementation,Documenting how many concurrent sessions are allowed per account is a requirements analysis activity.,"","7.1.2 Verify that the documentation defines how many concurrent sessions are allowed for one account and the intended behavior when the maximum is reached.","7.1.2"
ASVS-176,OWASP_ASVS,Requirements Analysis,medium,Implementation,Documenting all systems that create and manage user sessions in a federated identity ecosystem is a requirements analysis activity.,"","7.1.3 Verify that all systems that create and manage user sessions as part of a federated identity management ecosystem are documented.","7.1.3"
ASVS-177,OWASP_ASVS,Implementation,high,,Performing all session token verification using a trusted backend service is an implementation security practice.,"","7.2.1 Verify that the application performs all session token verification using a trusted backend service.","7.2.1"
ASVS-178,OWASP_ASVS,Implementation,high,,Using dynamically generated reference or self-contained tokens for session management is an implementation practice.,"","7.2.2 Verify that the application uses either self-contained or reference tokens that are dynamically generated for session management not using static API secrets and keys.","7.2.2"
ASVS-179,OWASP_ASVS,Implementation,high,,Generating reference session tokens using CSPRNG with at least 128 bits of entropy is an implementation security practice.,"","7.2.3 Verify that if reference tokens are used to represent user sessions they are unique and generated using a CSPRNG and possess at least 128 bits of entropy.","7.2.3"
ASVS-180,OWASP_ASVS,Implementation,high,,Generating a new session token on authentication and terminating the old one prevents session fixation.,"","7.2.4 Verify that the application generates a new session token on user authentication including re-authentication and terminates the current session token.","7.2.4"
ASVS-181,OWASP_ASVS,Implementation,high,,Enforcing inactivity timeout requiring re-authentication is an implementation security practice.,"","7.3.1 Verify that there is an inactivity timeout such that re-authentication is enforced according to risk analysis and documented security decisions.","7.3.1"
ASVS-182,OWASP_ASVS,Implementation,high,,Enforcing absolute maximum session lifetime requiring re-authentication is an implementation security practice.,"","7.3.2 Verify that there is an absolute maximum session lifetime such that re-authentication is enforced according to risk analysis.","7.3.2"
ASVS-183,OWASP_ASVS,Implementation,high,,Invalidating sessions after logout or expiration and disallowing further use is an implementation security practice.,"","7.4.1 Verify that when session termination is triggered the application disallows any further use of the session.","7.4.1"
ASVS-184,OWASP_ASVS,Implementation,high,,Terminating all active sessions when a user account is disabled or deleted is an implementation security practice.,"","7.4.2 Verify that the application terminates all active sessions when a user account is disabled or deleted.","7.4.2"
ASVS-185,OWASP_ASVS,Implementation,high,,Offering to terminate all other active sessions after authentication factor changes is an implementation security practice.,"","7.4.3 Verify that the application gives the option to terminate all other active sessions after a successful change or removal of any authentication factor.","7.4.3"
ASVS-186,OWASP_ASVS,Implementation,high,,Providing easy and visible access to logout functionality on all authenticated pages is an implementation practice.,"","7.4.4 Verify that all pages that require authentication have easy and visible access to logout functionality.","7.4.4"
ASVS-187,OWASP_ASVS,Implementation,high,,Allowing application administrators to terminate active sessions for individual or all users is an implementation practice.,"","7.4.5 Verify that application administrators are able to terminate active sessions for an individual user or for all users.","7.4.5"
ASVS-188,OWASP_ASVS,Implementation,high,,Requiring full re-authentication before modifying sensitive account attributes is an implementation security practice.,"","7.5.1 Verify that the application requires full re-authentication before allowing modifications to sensitive account attributes which may affect authentication.","7.5.1"
ASVS-189,OWASP_ASVS,Implementation,high,,Allowing users to view and terminate their own active sessions is an implementation security practice.,"","7.5.2 Verify that users are able to view and terminate any or all currently active sessions.","7.5.2"
ASVS-190,OWASP_ASVS,Implementation,high,,Requiring further authentication before performing highly sensitive transactions is an implementation security practice.,"","7.5.3 Verify that the application requires further authentication with at least one factor before performing highly sensitive transactions.","7.5.3"
ASVS-191,OWASP_ASVS,Implementation,high,,Verifying session lifetime and termination between Relying Parties and Identity Providers behaves as documented.,"","7.6.1 Verify that session lifetime and termination between Relying Parties and Identity Providers behaves as documented requiring re-authentication as necessary.","7.6.1"
ASVS-192,OWASP_ASVS,Implementation,high,,Requiring user consent or explicit action before creating a new application session is an implementation security practice.,"","7.6.2 Verify that creation of a session requires either the user's consent or an explicit action preventing creation of new sessions without user interaction.","7.6.2"
ASVS-193,OWASP_ASVS,Requirements Analysis,high,Implementation,Documenting authorization rules for function-level and data-specific access is a requirements analysis activity.,"","8.1.1 Verify that authorization documentation defines rules for restricting function-level and data-specific access based on consumer permissions and resource attributes.","8.1.1"
ASVS-194,OWASP_ASVS,Requirements Analysis,high,Implementation,Documenting authorization rules for field-level access restrictions is a requirements analysis activity.,"","8.1.2 Verify that authorization documentation defines rules for field-level access restrictions (both read and write) based on consumer permissions and resource attributes.","8.1.2"
ASVS-195,OWASP_ASVS,Requirements Analysis,medium,Implementation,Documenting environmental and contextual attributes used for security decisions is a requirements analysis activity.,"","8.1.3 Verify that the application's documentation defines the environmental and contextual attributes used in the application to make security decisions.","8.1.3"
ASVS-196,OWASP_ASVS,Requirements Analysis,medium,Implementation,Documenting how environmental and contextual factors are used in authorization decision-making is a requirements analysis activity.,"","8.1.4 Verify that authentication and authorization documentation defines how environmental and contextual factors are used in decision-making.","8.1.4"
ASVS-197,OWASP_ASVS,Implementation,high,,Restricting function-level access to consumers with explicit permissions is an implementation security practice.,"","8.2.1 Verify that the application ensures that function-level access is restricted to consumers with explicit permissions.","8.2.1"
ASVS-198,OWASP_ASVS,Implementation,high,,Restricting data-specific access to consumers with explicit permissions to prevent IDOR/BOLA is an implementation practice.,"","8.2.2 Verify that the application ensures that data-specific access is restricted to consumers with explicit permissions to mitigate IDOR and BOLA.","8.2.2"
ASVS-199,OWASP_ASVS,Implementation,high,,Restricting field-level access to consumers with explicit permissions to prevent BOPLA is an implementation practice.,"","8.2.3 Verify that the application ensures that field-level access is restricted to consumers with explicit permissions to mitigate BOPLA.","8.2.3"
ASVS-200,OWASP_ASVS,Implementation,high,,Implementing adaptive security controls based on environmental and contextual consumer attributes is an implementation practice.,"","8.2.4 Verify that adaptive security controls based on a consumer's environmental and contextual attributes are implemented for authentication and authorization decisions.","8.2.4"
ASVS-201,OWASP_ASVS,Implementation,high,,Enforcing authorization rules at a trusted service layer and not relying on client-side controls is an implementation practice.,"","8.3.1 Verify that the application enforces authorization rules at a trusted service layer and does not rely on controls that an untrusted consumer could manipulate.","8.3.1"
ASVS-202,OWASP_ASVS,Implementation,high,,Applying authorization changes immediately or providing mitigating controls when deferred changes cannot be applied.,"","8.3.2 Verify that changes to values on which authorization decisions are made are applied immediately with mitigating controls when immediate application is not possible.","8.3.2"
ASVS-203,OWASP_ASVS,Implementation,high,,Basing access decisions on the originating subject's permissions not on intermediary permissions prevents privilege escalation.,"","8.3.3 Verify that access to an object is based on the originating subject's permissions not on the permissions of any intermediary or service acting on their behalf.","8.3.3"
ASVS-204,OWASP_ASVS,Implementation,high,,Using cross-tenant controls in multi-tenant applications to prevent cross-tenant unauthorized operations is an implementation practice.,"","8.4.1 Verify that multi-tenant applications use cross-tenant controls to ensure consumer operations will never affect tenants without permission.","8.4.1"
ASVS-205,OWASP_ASVS,Implementation,high,,Requiring multiple security layers for administrative interface access including continuous identity verification is an implementation practice.,"","8.4.2 Verify that access to administrative interfaces incorporates multiple layers of security including continuous consumer identity verification and contextual risk analysis.","8.4.2"
ASVS-206,OWASP_ASVS,Implementation,high,,Validating self-contained tokens using digital signature or MAC before accepting their contents is an implementation security practice.,"","9.1.1 Verify that self-contained tokens are validated using their digital signature or MAC to protect against tampering before accepting the token's contents.","9.1.1"
ASVS-207,OWASP_ASVS,Implementation,high,,Using only allowlisted algorithms to create and verify self-contained tokens is an implementation security practice.,"","9.1.2 Verify that only algorithms on an allowlist can be used to create and verify self-contained tokens and the allowlist must not include the 'None' algorithm.","9.1.2"
ASVS-208,OWASP_ASVS,Implementation,high,,Validating key material used for self-contained token verification against allowlisted trusted sources is an implementation security practice.,"","9.1.3 Verify that key material used to validate self-contained tokens is from trusted pre-configured sources for the token issuer.","9.1.3"
ASVS-209,OWASP_ASVS,Implementation,high,,Verifying token validity time span and rejecting tokens outside the validity window is an implementation security practice.,"","9.2.1 Verify that if a validity time span is present in the token data the token is only accepted if the verification time is within this validity timespan.","9.2.1"
ASVS-210,OWASP_ASVS,Implementation,high,,Validating token type and intended purpose before accepting the token's contents is an implementation security practice.,"","9.2.2 Verify that the service receiving a token validates the token to be the correct type and is meant for the intended purpose before accepting the token's contents.","9.2.2"
ASVS-211,OWASP_ASVS,Implementation,high,,Validating token audience to ensure the service only accepts tokens intended for it is an implementation security practice.,"","9.2.3 Verify that the service only accepts tokens which are intended for use with that service. For JWTs this can be achieved by validating the 'aud' claim.","9.2.3"
ASVS-212,OWASP_ASVS,Implementation,high,,Ensuring issued tokens contain audience restrictions when a single private key is used for different audiences is an implementation practice.,"","9.2.4 Verify that if a token issuer uses the same private key for issuing tokens to different audiences the issued tokens contain an audience restriction that uniquely identifies the intended audience.","9.2.4"
ASVS-213,OWASP_ASVS,Implementation,high,,Sending tokens only to components that strictly need them to minimize exposure is an implementation security practice.,"","10.1.1 Verify that tokens are only sent to components that strictly need them.","10.1.1"
ASVS-214,OWASP_ASVS,Implementation,high,,Ensuring OAuth client only accepts values from the authorization server if they result from a flow initiated by the same user agent session.,"","10.1.2 Verify that the client only accepts values from the authorization server if these values result from an authorization flow that was initiated by the same user agent session and transaction.","10.1.2"
ASVS-215,OWASP_ASVS,Implementation,high,,Protecting OAuth clients against CSRF attacks that trigger token requests using PKCE or state parameter validation.,"","10.2.1 Verify that the OAuth client has protection against CSRF attacks which trigger token requests either by using PKCE functionality or checking the 'state' parameter.","10.2.1"
ASVS-216,OWASP_ASVS,Implementation,high,,Defending OAuth clients against mix-up attacks by requiring the authorization server to return and validate the 'iss' parameter.,"","10.2.2 Verify that if the OAuth client can interact with more than one authorization server it has a defense against mix-up attacks.","10.2.2"
ASVS-217,OWASP_ASVS,Implementation,high,,Limiting OAuth client requests to only required scopes is an implementation security practice.,"","10.2.3 Verify that the OAuth client only requests the required scopes or other authorization parameters in requests to the authorization server.","10.2.3"
ASVS-218,OWASP_ASVS,Implementation,high,,Ensuring the resource server only accepts access tokens intended for that specific service is an implementation security practice.,"","10.3.1 Verify that the resource server only accepts access tokens that are intended for use with that service.","10.3.1"
ASVS-219,OWASP_ASVS,Implementation,high,,Enforcing authorization decisions based on claims from the access token is an implementation security practice.,"","10.3.2 Verify that the resource server enforces authorization decisions based on claims from the access token that define delegated authorization.","10.3.2"
ASVS-220,OWASP_ASVS,Implementation,high,,Identifying users from non-reassignable claims in access tokens to prevent identity substitution is an implementation security practice.,"","10.3.3 Verify that if an access control decision requires identifying a unique user from an access token the resource server identifies the user from claims that cannot be reassigned to other users.","10.3.3"
ASVS-221,OWASP_ASVS,Implementation,high,,Verifying that the resource server ensures access tokens meet required authentication strength constraints is an implementation practice.,"","10.3.4 Verify that if the resource server requires specific authentication strength methods or recentness it verifies the presented access token satisfies these constraints.","10.3.4"
ASVS-222,OWASP_ASVS,Implementation,high,,Requiring sender-constrained access tokens to prevent stolen or replayed access tokens is an implementation security practice.,"","10.3.5 Verify that the resource server prevents the use of stolen access tokens or replay of access tokens by requiring sender-constrained access tokens using Mutual TLS or DPoP.","10.3.5"
ASVS-223,OWASP_ASVS,Implementation,high,,Validating redirect URIs against client-specific allowlists using exact string comparison is an implementation security practice.,"","10.4.1 Verify that the authorization server validates redirect URIs based on a client-specific allowlist of pre-registered URIs using exact string comparison.","10.4.1"
ASVS-224,OWASP_ASVS,Implementation,high,,Enforcing single-use authorization codes and revoking all related tokens on code reuse is an implementation security practice.,"","10.4.2 Verify that if the authorization server returns the authorization code in the authorization response it can be used only once for a token request and must revoke any issued tokens if the code is reused.","10.4.2"
ASVS-225,OWASP_ASVS,Implementation,high,,Enforcing short-lived authorization codes is an implementation security practice.,"","10.4.3 Verify that the authorization code is short-lived with maximum lifetime of up to 10 minutes for L1/L2 and up to 1 minute for L3.","10.4.3"
ASVS-226,OWASP_ASVS,Implementation,high,,Restricting OAuth clients to only needed grants and prohibiting implicit and password grant flows is an implementation security practice.,"","10.4.4 Verify that for a given client the authorization server only allows the usage of grants that this client needs. The implicit and password grant flows must no longer be used.","10.4.4"
ASVS-227,OWASP_ASVS,Implementation,high,,Mitigating refresh token replay attacks using sender-constrained tokens or rotation with revocation is an implementation security practice.,"","10.4.5 Verify that the authorization server mitigates refresh token replay attacks for public clients using sender-constrained refresh tokens or refresh token rotation with revocation.","10.4.5"
ASVS-228,OWASP_ASVS,Implementation,high,,Requiring PKCE for authorization code grant to prevent code interception attacks is an implementation security practice.,"","10.4.6 Verify that if the code grant is used the authorization server mitigates authorization code interception attacks by requiring PKCE.","10.4.6"
ASVS-229,OWASP_ASVS,Implementation,high,,Mitigating risks of malicious client applications with unauthenticated dynamic client registration is an implementation security practice.,"","10.4.7 Verify that if the authorization server supports unauthenticated dynamic client registration it mitigates the risk of malicious client applications.","10.4.7"
ASVS-230,OWASP_ASVS,Implementation,high,,Enforcing absolute expiration on refresh tokens is an implementation security practice.,"","10.4.8 Verify that refresh tokens have an absolute expiration including if sliding refresh token expiration is applied.","10.4.8"
ASVS-231,OWASP_ASVS,Implementation,high,,Allowing users to revoke refresh tokens and reference access tokens through the authorization server UI is an implementation practice.,"","10.4.9 Verify that refresh tokens and reference access tokens can be revoked by an authorized user using the authorization server user interface.","10.4.9"
ASVS-232,OWASP_ASVS,Implementation,high,,Authenticating confidential clients for backchannel requests such as token requests and revocation requests is an implementation security practice.,"","10.4.10 Verify that a confidential client is authenticated for client-to-authorization server backchannel requests such as token requests pushed authorization requests and token revocation requests.","10.4.10"
ASVS-233,OWASP_ASVS,Implementation,high,,Assigning only required scopes to OAuth clients in authorization server configuration is an implementation security practice.,"","10.4.11 Verify that the authorization server configuration only assigns the required scopes to the OAuth client.","10.4.11"
ASVS-234,OWASP_ASVS,Implementation,high,,Restricting OAuth clients to only allowed response_mode values is an implementation security practice.,"","10.4.12 Verify that for a given client the authorization server only allows the response_mode value that this client needs to use.","10.4.12"
ASVS-235,OWASP_ASVS,Implementation,high,,Using pushed authorization requests (PAR) together with code grant type is an implementation security practice.,"","10.4.13 Verify that grant type code is always used together with pushed authorization requests (PAR).","10.4.13"
ASVS-236,OWASP_ASVS,Implementation,high,,Issuing only sender-constrained proof-of-possession access tokens is an implementation security practice.,"","10.4.14 Verify that the authorization server issues only sender-constrained access tokens either with certificate-bound access tokens using mutual TLS or DPoP-bound access tokens.","10.4.14"
ASVS-237,OWASP_ASVS,Implementation,high,,Ensuring authorization_details parameter for server-side clients is from the client backend and not user-tampered is an implementation practice.,"","10.4.15 Verify that for a server-side client the authorization server ensures the authorization_details parameter value is from the client backend and the user has not tampered with it.","10.4.15"
ASVS-238,OWASP_ASVS,Implementation,high,,Requiring strong public-key-based client authentication for confidential clients is an implementation security practice.,"","10.4.16 Verify that the client is confidential and the authorization server requires the use of strong client authentication methods based on public-key cryptography such as mutual TLS or private key JWT.","10.4.16"
ASVS-239,OWASP_ASVS,Implementation,high,,Mitigating ID Token replay attacks using nonce claim matching is an implementation security practice.,"","10.5.1 Verify that the client mitigates ID Token replay attacks by ensuring the nonce claim in the ID Token matches the nonce value sent in the authentication request.","10.5.1"
